"UID";"address";"agent_name";"home_div_type";"bed";"bath";"play ground";"swimming";"acre_lot";"City";"State";"Zip";"house_size";"listing _date";"listing price";"sold _date";"sold_price";"status";"population";"Brokerage Firm";"commission_in_percentage";"days_required_to_sell";"commission_in_amount"
"TWk0216Sct";"8435 Pine Ln";"John Miller";"Commercial";5;3;"Y";"N";1.605;"Columbus";"Ohio";45228;1514;"2020-02-08";377025;"2020-03-23";467695;"Expire";23091;"Real Point LLC";5.0;44;0
"twpdI7CjzS";"3839 Main St";"Linda Smith";"Residential";4;1;"Y";"Y";6.761;"Columbus";"Ohio";45202;2368;"2020-06-06";172879;"2020-09-27";72631;"Cancel";18834;"High Value LLC";3.2;113;0
"twrnTs0AlZ";"6906 Maple Ave";"Mary Miller";"Residential";2;1;"N";"N";1.202;"Akron";"Ohio";45215;2780;"2021-01-08";251748;"2020-08-06";431903;"Sold";16148;"True Value LLC";3.2;155;13821
"TXn2Ul6my4";"483 Pine Ln";"John Lee";"Rental";4;2;"N";"N";2.555;"Toledo";"Ohio";45220;1379;"2020-08-03";423109;"2020-10-11";264152;"Sold";23090;"Real Point LLC";8.0;69;21132
"tYEdH0BYEX";"1413 Sunset Blvd";"John Thomas";"Rental";3;2;"N";"Y";8.372;"Akron";"Ohio";45229;790;"2021-01-04";83796;"2020-10-02";87028;"Sold";18845;"True Value LLC";8.0;94;6962
"TYgLjJWfKD";"1094 Main St";"John Taylor";"";0;1;"Y";"N";1.048;"Columbus";"Ohio";45222;2471;"2020-11-10";341130;"2020-02-19";218476;"Sold";17393;"True Value LLC";5.0;265;10924
"TySmHfycJF";"4581 Lakeview Dr";"Michael Lee";"Land";3;1;"N";"Y";1.457;"Akron";"Ohio";45212;803;"2020-04-18";72416;"2020-04-28";101348;"Pending";18838;"High Value LLC";4.0;10;0
"tYxwDhECpq";"4707 Pine Ln";"Jennifer Smith";"Land";3;2;"N";"N";4.228;"Dayton";"Ohio";45204;2261;"2020-03-17";485751;"2020-10-25";118772;"Sold";18835;"M&M Brokerage";4.0;222;4751
"tZ3xQSYrqz";"1444 Oak St";"Linda Brown";"Rental";0;2;"N";"N";8.091;"Dayton";"Ohio";45204;1805;"2020-09-20";60495;"2020-12-27";429297;"Expire";18835;"Richa & Sons";8.0;98;0
"TZ4Vozmas3";"7230 Maple Ave";"William Brown";"Commercial";4;1;"Y";"Y";2.738;"Akron";"Ohio";45215;2973;"2020-03-26";379947;"2020-08-11";210983;"Cancel";16148;"Richa & Sons";5.0;138;0
"TzIE7eo3u5";"4345 Pine Ln";"Patricia Taylor";"";0;1;"N";"Y";3.753;"Cincinnati";"Ohio";45234;414;"2020-07-15";323399;"2020-01-18";67057;"Expire";18848;"True Value LLC";5.0;179;0
"TZmqYCx6eJ";"7341 Pine Ln";"Elizabeth Davis";"Commercial";0;0;"N";"Y";2.067;"Columbus";"Ohio";45213;2521;"2020-06-23";409290;"2020-01-11";390882;"Expire";18839;"High Value LLC";5.0;164;0
"TZQqB5wXyR";"8288 Main St";"Robert Anderson";"Commercial";1;3;"N";"Y";9.408;"Columbus";"Ohio";45233;2758;"2020-01-26";224587;"2020-03-14";392153;"Expire";18847;"Real Point LLC";5.0;48;0
"TzU0SlUn53";"2230 Cedar Rd";"William Wilson";"Residential";4;0;"N";"N";5.245;"Columbus";"Ohio";45204;2316;"2020-02-14";265276;"2020-05-13";395721;"Pending";18835;"Willy Nilly Brokerage";3.2;89;0
"Tzvxe4Ii35";"1746 Sunset Blvd";"Mary Thomas";"Commercial";1;2;"N";"Y";0.775;"Cincinnati";"Ohio";45226;2664;"2020-11-09";216804;"2020-10-13";358185;"Cancel";18844;"M&M Brokerage";5.0;27;0
"TzZIwARGy3";"731 Main St";"Patricia Smith";"Residential";4;0;"Y";"N";6.629;"Columbus";"Ohio";45206;1486;"2020-11-06";194131;"2020-12-13";479975;"Pending";20548;"M&M Brokerage";3.2;37;0
"U0GszuQQ6h";"6914 Lakeview Dr";"Mary Miller";"";2;0;"N";"N";1.334;"Cincinnati";"Ohio";45218;2596;"2020-08-14";298815;"2020-08-26";337170;"Expire";12561;"True Value LLC";5.0;12;0
"U0mIAZlaN9";"7836 Main St";"Elizabeth Davis";"";4;1;"N";"Y";1.32;"Toledo";"Ohio";45215;1503;"2020-01-12";284475;"2020-10-09";477056;"Expire";16148;"High Value LLC";5.0;271;0
"U10knMtqfx";"5684 Lakeview Dr";"Michael Taylor";"Land";4;0;"Y";"Y";1.775;"Columbus";"Ohio";45217;387;"2020-07-27";121697;"2020-08-25";346071;"Sold";18840;"Willy Nilly Brokerage";4.0;29;13843
"U10knMtqfx";"5684 Lakeview Dr";"Michael Taylor";"Land";4;0;"Y";"Y";1.775;"Columbus";"Ohio";45217;387;"2020-07-27";121697;"2020-08-25";346071;"Sold";18840;"Real Point LLC";4.0;29;13843
"u1yCFaPtgS";"5210 Sunset Blvd";"John Taylor";"Residential";4;3;"Y";"N";8.069;"Toledo";"Ohio";45232;2101;"2020-02-09";51950;"2020-05-06";410630;"Sold";18847;"True Value LLC";3.2;87;13140
"U204W7xike";"9986 Maple Ave";"Mary Taylor";"Rental";5;2;"Y";"Y";1.892;"Toledo";"Ohio";45214;1566;"2020-12-08";482960;"2020-02-03";39136;"Expire";18839;"Richa & Sons";8.0;309;0
"u2MojofQuR";"6086 Cedar Rd";"Mary Anderson";"Land";0;1;"N";"Y";7.659;"Toledo";"Ohio";45229;410;"2020-04-08";431358;"2021-01-15";44858;"Cancel";18845;"M&M Brokerage";4.0;282;0
"u3hkZAEo19";"7190 Pine Ln";"Michael Davis";"";1;2;"Y";"N";0.19;"Akron";"Ohio";45229;2754;"2020-09-29";15342;"2020-01-16";181476;"Expire";18845;"High Value LLC";5.0;257;0
"U3J0EIwOQw";"6702 Main St";"Elizabeth Anderson";"Land";1;2;"N";"N";8.763;"Columbus";"Ohio";45201;1154;"2020-03-10";64530;"2020-09-01";194329;"Sold";23092;"High Value LLC";4.0;175;7773
"U61IeHzVzD";"9817 Elm St";"James Thomas";"Commercial";2;1;"N";"N";6.839;"Dayton";"Ohio";45234;1480;"2020-11-24";132978;"2021-01-12";27585;"Sold";18848;"M&M Brokerage";5.0;49;1379
"U6C6RdYDfU";"6552 Pine Ln";"Jennifer Smith";"Rental";2;2;"Y";"N";0.459;"Columbus";"Ohio";45231;2189;"2020-05-17";262106;"2020-12-18";301246;"Expire";18846;"M&M Brokerage";8.0;215;0
"U6F8XFKPAZ";"422 Oak St";"Linda Taylor";"Rental";3;0;"N";"Y";5.01;"Cincinnati";"Ohio";45228;2293;"2020-08-01";231638;"2020-07-17";498125;"Pending";23091;"Right Value LLC";8.0;15;0
"U6iEroubwe";"7345 Sunset Blvd";"William Thomas";"Commercial";4;1;"Y";"Y";2.544;"Toledo";"Ohio";45214;757;"2020-05-01";76632;"2020-06-28";334960;"Cancel";18839;"Right Value LLC";5.0;58;0
"U79vCmkFN9";"8271 Cedar Rd";"Robert Wilson";"Residential";2;1;"N";"N";9.656;"Cincinnati";"Ohio";45223;2184;"2020-10-21";259381;"2020-11-19";270622;"Expire";14132;"Right Value LLC";3.2;29;0
"u7Y76Q2eNY";"2016 Cedar Rd";"Elizabeth Anderson";"";3;0;"Y";"N";0.558;"Columbus";"Ohio";45216;1513;"2020-12-03";57854;"2020-01-16";56457;"Expire";18840;"High Value LLC";5.0;322;0
"U825llsw9k";"8298 Maple Ave";"Mary Thomas";"Land";3;1;"N";"Y";8.72;"Akron";"Ohio";45230;229;"2020-06-24";196994;"2020-09-01";132512;"Expire";16154;"M&M Brokerage";4.0;69;0
"U8qh3FBNal";"3668 Elm St";"Patricia Johnson";"Commercial";0;1;"N";"Y";1.173;"Toledo";"Ohio";45218;2491;"2021-01-28";327415;"2020-03-29";292511;"Pending";12561;"High Value LLC";5.0;305;0
"uACa1x5EWJ";"5651 Elm St";"Jennifer Wilson";"Commercial";3;4;"Y";"Y";8.773;"Toledo";"Ohio";45233;1451;"2020-09-25";373587;"2020-07-15";151790;"Pending";18847;"Real Point LLC";5.0;72;0
"uad7fWjqQu";"3703 Oak St";"Patricia Wilson";"Rental";3;0;"Y";"Y";3.191;"Akron";"Ohio";45224;2388;"2021-01-20";482849;"2020-04-12";378025;"Expire";20556;"Right Value LLC";8.0;283;0
"uAF9RrzNPi";"9182 Lakeview Dr";"William Miller";"Land";2;3;"Y";"Y";0.473;"Dayton";"Ohio";45233;2756;"2020-08-12";151628;"2020-12-09";482954;"Sold";18847;"Right Value LLC";4.0;119;19318
"UAKOiiRPLZ";"6733 Main St";"Patricia Brown";"Rental";4;4;"N";"N";3.14;"Dayton";"Ohio";45229;929;"2020-01-25";113494;"2020-08-08";457461;"Pending";18845;"Right Value LLC";8.0;196;0
"UarwySfIgD";"759 Pine Ln";"Mary Davis";"";1;2;"Y";"N";1.03;"Columbus";"Ohio";45229;2270;"2020-05-27";10532;"2020-02-06";268581;"Expire";18845;"Right Value LLC";5.0;111;0
"uauaYEKAEy";"3515 Maple Ave";"Michael Anderson";"Commercial";1;4;"N";"N";9.304;"Columbus";"Ohio";45203;116;"2020-05-20";254507;"2021-01-25";325924;"Cancel";18835;"True Value LLC";5.0;250;0
"uAvd2NrK3y";"5456 Maple Ave";"Patricia Lee";"Commercial";0;0;"Y";"N";1.652;"Cincinnati";"Ohio";45201;2823;"2020-11-13";415909;"2020-08-09";255528;"Expire";23092;"True Value LLC";5.0;96;0
"Uawo3uM7QD";"1406 Maple Ave";"John Thomas";"Commercial";0;3;"N";"Y";0.372;"Columbus";"Ohio";45216;1564;"2020-03-06";94021;"2020-12-14";439612;"Expire";18840;"True Value LLC";5.0;283;0
"UB2HvSdTEH";"9402 Sunset Blvd";"Linda Anderson";"Commercial";1;2;"Y";"Y";4.232;"Akron";"Ohio";45223;815;"2020-04-08";189561;"2020-11-24";23033;"Expire";14132;"M&M Brokerage";5.0;230;0
"UbAyyDSWvT";"4891 Oak St";"Elizabeth Taylor";"Commercial";4;1;"N";"Y";1.076;"Toledo";"Ohio";45210;2043;"2020-04-26";420779;"2020-06-04";319250;"Expire";18838;"Right Value LLC";5.0;39;0
"uBdnwTIJrQ";"3708 Pine Ln";"Robert Davis";"Rental";1;3;"N";"N";6.106;"Akron";"Ohio";45221;1768;"2020-08-08";424258;"2020-11-12";64033;"Cancel";14132;"High Value LLC";8.0;96;0
"ubgSZsjrvt";"5727 Lakeview Dr";"Patricia Johnson";"Land";4;2;"N";"N";0.594;"Columbus";"Ohio";45232;1041;"2020-11-21";35771;"2020-12-22";25614;"Expire";18847;"High Value LLC";4.0;31;0
"uC41XtqXoH";"5548 Elm St";"Michael Thomas";"Residential";5;2;"Y";"N";8.592;"Cincinnati";"Ohio";45208;1235;"2020-05-01";262074;"2020-09-20";263788;"Pending";18837;"Right Value LLC";3.2;142;0
"ucADxwUvgV";"7348 Cedar Rd";"John Wilson";"Land";2;4;"N";"Y";9.756;"Dayton";"Ohio";45210;2375;"2021-01-11";63551;"2020-01-31";130293;"Sold";18838;"High Value LLC";4.0;346;5212
"uCcmCX50bL";"6087 Lakeview Dr";"Jennifer Taylor";"Land";4;1;"N";"Y";4.583;"Cincinnati";"Ohio";45223;2387;"2020-08-23";206347;"2020-05-09";63260;"Pending";14132;"Right Value LLC";4.0;106;0
"uCEy8w5Gf8";"874 Sunset Blvd";"Jennifer Wilson";"Residential";0;2;"Y";"N";9.867;"Akron";"Ohio";45229;2138;"2020-05-10";139723;"2020-09-23";440861;"Cancel";18845;"Real Point LLC";3.2;136;0
"UCQAVbasFn";"9825 Maple Ave";"John Smith";"Rental";2;4;"Y";"Y";7.172;"Akron";"Ohio";45226;1865;"2020-10-13";437828;"2020-03-14";80574;"Pending";18844;"Right Value LLC";8.0;213;0
"UcXLIQehSy";"7849 Pine Ln";"John Brown";"";3;3;"N";"Y";5.139;"Cincinnati";"Ohio";45215;535;"2020-02-03";182783;"2020-08-16";353841;"Expire";16148;"Right Value LLC";5.0;195;0
"uCXZdm9V4q";"326 Sunset Blvd";"Linda Johnson";"Land";3;0;"Y";"Y";5.085;"Columbus";"Ohio";45231;838;"2020-12-09";122401;"2020-02-07";303721;"Pending";18846;"Right Value LLC";4.0;306;0
"ud6B4M6r8j";"4402 Lakeview Dr";"Robert Smith";"Residential";5;0;"N";"Y";2.752;"Columbus";"Ohio";45225;387;"2020-01-26";377711;"2020-05-30";105689;"Pending";18844;"High Value LLC";3.2;125;0
"UDNU6VW4A8";"1610 Oak St";"Robert Brown";"Commercial";4;1;"N";"Y";2.098;"Akron";"Ohio";45224;1030;"2020-07-03";323955;"2020-03-14";174550;"Cancel";20556;"High Value LLC";5.0;111;0
"UE565NDfb5";"4529 Lakeview Dr";"Linda Johnson";"Commercial";0;2;"Y";"N";5.468;"Akron";"Ohio";45203;552;"2020-04-05";51640;"2020-10-07";191654;"Sold";18835;"Right Value LLC";5.0;185;9583
"UEghcbbqQN";"300 Maple Ave";"John Wilson";"Land";2;0;"Y";"N";7.786;"Columbus";"Ohio";45221;972;"2020-12-04";405505;"2020-11-01";186994;"Expire";14132;"High Value LLC";4.0;33;0
"uEvA98AeJr";"1480 Sunset Blvd";"John Brown";"Land";3;3;"N";"Y";7.534;"Columbus";"Ohio";45206;111;"2020-01-11";476911;"2020-12-30";396607;"Sold";20548;"Right Value LLC";4.0;354;15864
"UeWIImbuiV";"2796 Lakeview Dr";"Patricia Johnson";"";2;4;"Y";"Y";8.61;"Cincinnati";"Ohio";45223;2060;"2020-08-09";187766;"2020-10-02";187720;"Sold";14132;"High Value LLC";5.0;54;9386
"uEwZsiwUfa";"9877 Maple Ave";"John Taylor";"Rental";0;4;"N";"N";4.778;"Columbus";"Ohio";45221;1419;"2020-02-13";476662;"2020-11-25";251711;"Expire";14132;"True Value LLC";8.0;286;0
"uEyDpv5euY";"9587 Elm St";"Robert Johnson";"";3;1;"Y";"Y";9.951;"Columbus";"Ohio";45207;1022;"2020-07-28";286128;"2020-04-27";139487;"Cancel";16145;"Right Value LLC";5.0;92;0
"uF2SWgseka";"455 Elm St";"John Thomas";"Land";5;0;"N";"Y";1.805;"Cincinnati";"Ohio";45225;2344;"2020-03-18";19531;"2020-10-09";471318;"Pending";18844;"True Value LLC";4.0;205;0
"UfaCgz6w6T";"4551 Maple Ave";"Mary Brown";"Rental";0;1;"Y";"Y";9.387;"Akron";"Ohio";45234;2799;"2020-05-02";157173;"2020-05-26";141074;"Cancel";18848;"Right Value LLC";8.0;24;0
"UfFDXQEJQG";"7969 Main St";"Michael Davis";"";4;0;"N";"Y";1.087;"Toledo";"Ohio";45201;2452;"2020-09-12";108297;"2020-03-14";425748;"Cancel";23092;"High Value LLC";5.0;182;0
"uFrrx475qY";"202 Sunset Blvd";"John Davis";"Commercial";4;4;"Y";"N";9.359;"Dayton";"Ohio";45217;1951;"2020-01-12";42288;"2020-04-29";442063;"Expire";18840;"Right Value LLC";5.0;108;0
"uFtrSWkJvf";"9850 Pine Ln";"Robert Johnson";"Land";1;4;"Y";"N";4.122;"Cincinnati";"Ohio";45232;745;"2020-02-04";157740;"2020-10-10";261487;"Expire";18847;"Right Value LLC";4.0;249;0
"ufX3JPXSYp";"5085 Oak St";"Mary Brown";"Residential";5;1;"Y";"N";2.107;"Cincinnati";"Ohio";45216;1308;"2020-03-22";407470;"2020-12-13";274183;"Cancel";18840;"Right Value LLC";3.2;266;0
"UGbGsfa6La";"6962 Oak St";"Linda Anderson";"Land";0;1;"N";"N";5.141;"Toledo";"Ohio";45228;655;"2019-12-31";386983;"2020-04-14";10488;"Sold";23091;"M&M Brokerage";4.0;105;420
"UGqjcXUjsK";"4930 Sunset Blvd";"William Lee";"Commercial";2;1;"Y";"Y";2.512;"Cincinnati";"Ohio";45216;2910;"2020-03-11";141105;"2020-04-19";436332;"Sold";18840;"Willam Reality";5.0;39;21817
"UGrsRHqTLx";"4862 Maple Ave";"Elizabeth Thomas";"Rental";5;0;"Y";"N";6.718;"Dayton";"Ohio";45201;1950;"2020-08-17";441758;"2020-07-06";29559;"Cancel";23092;"Right Value LLC";8.0;42;0
"ugur37f4KJ";"1789 Pine Ln";"Elizabeth Taylor";"Residential";3;3;"N";"N";8.187;"Akron";"Ohio";45222;1495;"2020-02-09";305836;"2020-08-28";145318;"Expire";17393;"Right Value LLC";3.2;201;0
"UGYy1jluSr";"8464 Cedar Rd";"Jennifer Davis";"Commercial";3;4;"N";"Y";7.761;"Cincinnati";"Ohio";45223;1067;"2020-04-01";329228;"2020-06-16";321282;"Expire";14132;"Right Value LLC";5.0;76;0
"UH0h63KGyB";"7361 Sunset Blvd";"Linda Wilson";"Rental";4;1;"N";"N";3.835;"Akron";"Ohio";45216;1549;"2020-07-21";267451;"2021-01-14";287162;"Sold";18840;"True Value LLC";8.0;177;22973
"UhdxoVsClu";"795 Cedar Rd";"Elizabeth Miller";"Land";4;2;"Y";"N";5.473;"Dayton";"Ohio";45206;2604;"2021-01-28";70726;"2020-01-05";208018;"Cancel";20548;"True Value LLC";4.0;389;0
"uhQDeKLs2J";"1217 Oak St";"Elizabeth Davis";"Residential";1;2;"N";"N";7.465;"Akron";"Ohio";45221;2514;"2020-03-09";350793;"2021-01-22";33693;"Sold";14132;"High Value LLC";3.2;319;1078
"uHUVixSFHw";"5854 Maple Ave";"Jennifer Miller";"Commercial";0;1;"N";"N";4.739;"Toledo";"Ohio";45201;403;"2020-10-10";417786;"2020-07-18";424497;"Pending";23092;"M&M Brokerage";5.0;84;0
"UhzyBzJQVF";"1897 Maple Ave";"James Taylor";"Residential";5;3;"N";"Y";9.158;"Toledo";"Ohio";45214;2454;"2020-01-21";454925;"2020-03-29";417476;"Sold";18839;"Right Value LLC";3.2;68;13359
"UI8wDAPCCW";"3215 Cedar Rd";"Michael Miller";"Land";0;1;"Y";"N";3.726;"Toledo";"Ohio";45224;2055;"2020-12-19";40003;"2020-11-29";194745;"Pending";20556;"Right Value LLC";4.0;20;0
"uIiQOrqXAI";"7907 Main St";"Linda Lee";"Residential";4;4;"N";"Y";7.053;"Akron";"Ohio";45213;2380;"2020-05-09";44629;"2020-01-29";379059;"Cancel";18839;"Real Point LLC";3.2;101;0
"UIJRdhtrZQ";"5205 Maple Ave";"Jennifer Lee";"";1;0;"N";"Y";3.351;"Toledo";"Ohio";45214;146;"2020-07-28";366306;"2020-07-31";448055;"Cancel";18839;"M&M Brokerage";5.0;3;0
"UiokeqEtBV";"286 Oak St";"Robert Smith";"Residential";3;1;"Y";"Y";7.08;"Toledo";"Ohio";45234;1333;"2020-02-03";241064;"2020-05-18";127456;"Sold";18848;"High Value LLC";3.2;105;4079
"UiT1SljJfM";"9961 Pine Ln";"James Johnson";"Rental";2;4;"N";"N";3.393;"Toledo";"Ohio";45228;2096;"2020-03-15";123130;"2020-11-29";190001;"Expire";23091;"Right Value LLC";8.0;259;0
"uJ1JTkxNNo";"3946 Oak St";"Patricia Taylor";"";0;2;"N";"N";8.891;"Dayton";"Ohio";45222;2652;"2020-04-27";126959;"2020-09-16";166750;"Expire";17393;"True Value LLC";5.0;142;0
"UjdTi8THno";"4293 Maple Ave";"Elizabeth Lee";"Commercial";3;2;"N";"Y";7.581;"Toledo";"Ohio";45206;1295;"2020-11-19";33359;"2021-01-28";181893;"Sold";20548;"Right Value LLC";5.0;70;9095
"UJp2a9J6Ds";"4268 Elm St";"Jennifer Taylor";"Rental";3;2;"Y";"Y";6.293;"Cincinnati";"Ohio";45230;1567;"2020-12-04";159988;"2020-04-16";324989;"Sold";16154;"Right Value LLC";8.0;232;25999
"uk1tezAH7N";"5598 Sunset Blvd";"Michael Smith";"Commercial";3;2;"Y";"Y";8.959;"Akron";"Ohio";45225;1768;"2020-11-19";201602;"2020-02-04";201153;"Cancel";18844;"High Value LLC";5.0;289;0
"Uk9wG5Xm94";"8255 Sunset Blvd";"Mary Anderson";"";1;3;"Y";"N";4.783;"Columbus";"Ohio";45228;1252;"2020-11-14";321675;"2020-05-04";153071;"Cancel";23091;"M&M Brokerage";5.0;194;0
"ukb4FuVy49";"2203 Sunset Blvd";"Mary Davis";"Rental";2;0;"N";"Y";6.094;"Toledo";"Ohio";45221;2225;"2020-05-29";64050;"2021-01-01";195069;"Expire";14132;"Right Value LLC";8.0;217;0
"uKJTloQF4R";"9936 Lakeview Dr";"James Wilson";"Rental";5;4;"N";"Y";5.824;"Toledo";"Ohio";45206;2429;"2020-07-07";35394;"2020-05-09";146400;"Cancel";20548;"M&M Brokerage";8.0;59;0
"uKncfoM8Rn";"8301 Lakeview Dr";"Jennifer Brown";"";3;1;"N";"N";2.985;"Akron";"Ohio";45220;2128;"2020-09-20";315547;"2020-09-23";314144;"Pending";23090;"M&M Brokerage";5.0;3;0
"UKuFlsIyEr";"2525 Main St";"William Anderson";"Rental";5;4;"Y";"N";6.195;"Akron";"Ohio";45231;949;"2020-05-30";450026;"2020-11-13";84311;"Cancel";18846;"High Value LLC";8.0;167;0
"ukX7gcU1Ek";"6069 Cedar Rd";"Michael Davis";"Residential";5;3;"Y";"Y";7.034;"Cincinnati";"Ohio";45212;2862;"2020-09-03";324432;"2020-05-28";372479;"Sold";18838;"High Value LLC";3.2;98;11919
"UlltUoHWwz";"6053 Main St";"John Anderson";"Commercial";4;4;"Y";"N";1.036;"Cincinnati";"Ohio";45201;926;"2020-05-15";137316;"2020-01-31";295896;"Pending";23092;"M&M Brokerage";5.0;105;0
"Um9ZkbOuDj";"2287 Maple Ave";"Linda Thomas";"Land";3;0;"N";"N";0.562;"Columbus";"Ohio";45211;2934;"2020-03-31";383195;"2020-09-14";134386;"Pending";21234;"High Value LLC";4.0;167;0
"UMp4gPgl9h";"4385 Main St";"Jennifer Brown";"Residential";3;1;"Y";"N";2.233;"Cincinnati";"Ohio";45219;937;"2020-03-03";215745;"2020-06-22";166408;"Sold";18841;"M&M Brokerage";3.2;111;5325
"UNI2EgpXmV";"7556 Main St";"Elizabeth Davis";"";1;0;"N";"Y";2.278;"Dayton";"Ohio";45207;1449;"2020-07-07";499793;"2021-01-04";318322;"Sold";16145;"High Value LLC";5.0;181;15916
"unOdBxgczu";"6362 Sunset Blvd";"John Johnson";"Commercial";5;2;"N";"N";5.634;"Toledo";"Ohio";45206;2753;"2020-09-28";325574;"2021-01-12";190870;"Sold";20548;"M&M Brokerage";5.0;106;9544
"UnTRN2DNC6";"5357 Elm St";"William Davis";"Rental";2;1;"Y";"N";6.135;"Columbus";"Ohio";45213;328;"2020-04-14";390509;"2020-12-14";113776;"Cancel";18839;"Willam Reality";8.0;244;0
"uNwoZgvQmR";"6365 Main St";"Michael Wilson";"Residential";0;4;"N";"Y";3.038;"Akron";"Ohio";45217;1325;"2020-09-24";322120;"2020-07-15";173634;"Expire";18840;"Right Value LLC";3.2;71;0
"UNz6HBw34T";"6387 Oak St";"Patricia Johnson";"Residential";3;0;"Y";"N";8.983;"Columbus";"Ohio";45219;756;"2020-03-30";196817;"2020-05-07";421080;"Sold";18841;"High Value LLC";3.2;38;13475
"uOeoXoE4PF";"2455 Oak St";"Jennifer Taylor";"Rental";3;2;"Y";"N";6.658;"Cincinnati";"Ohio";45228;1160;"2020-10-12";165337;"2020-02-03";245568;"Expire";23091;"Right Value LLC";8.0;252;0
"UofGk4kj6A";"6349 Sunset Blvd";"Mary Davis";"Land";5;4;"N";"N";6.441;"Dayton";"Ohio";45223;2089;"2020-11-13";455779;"2021-01-17";216067;"Expire";14132;"Right Value LLC";4.0;65;0
"uoVJCCK5Rq";"1067 Main St";"Mary Thomas";"Residential";1;3;"Y";"N";9.94;"Columbus";"Ohio";45232;2055;"2020-02-17";267684;"2020-10-17";112203;"Sold";18847;"M&M Brokerage";3.2;243;3590
"UoxWJlTVWy";"2394 Main St";"Linda Davis";"Residential";4;2;"N";"Y";5.055;"Akron";"Ohio";45211;2981;"2020-12-03";166334;"2020-01-06";307800;"Sold";21234;"High Value LLC";3.2;332;9850
"UpBL35zFpt";"131 Lakeview Dr";"Linda Miller";"";1;2;"Y";"N";8.307;"Toledo";"Ohio";45226;584;"2020-03-07";240005;"2020-10-18";341897;"Expire";18844;"True Value LLC";5.0;225;0
"uplO2Y605Y";"5713 Sunset Blvd";"John Davis";"Commercial";2;4;"N";"N";4.571;"Dayton";"Ohio";45206;747;"2020-03-05";139129;"2020-07-14";389797;"Cancel";20548;"Right Value LLC";5.0;131;0
"upRUpck7zM";"3277 Oak St";"Patricia Smith";"Land";4;0;"N";"N";7.478;"Akron";"Ohio";45220;1210;"2020-01-22";242436;"2020-08-07";447448;"Expire";23090;"M&M Brokerage";4.0;198;0
"uqDqVqGpRE";"2974 Lakeview Dr";"Jennifer Davis";"Commercial";3;1;"N";"N";2.222;"Toledo";"Ohio";45230;1958;"2020-07-23";168646;"2020-07-17";141095;"Sold";16154;"Right Value LLC";5.0;6;7055
"UQMlmOVdSH";"5983 Sunset Blvd";"Elizabeth Anderson";"";3;1;"N";"Y";9.662;"Toledo";"Ohio";45206;1449;"2020-11-12";346713;"2020-07-26";70553;"Expire";20548;"High Value LLC";5.0;109;0
"uQMzx1qAh6";"1742 Lakeview Dr";"William Davis";"";3;3;"N";"N";8.56;"Toledo";"Ohio";45213;1331;"2020-12-28";386404;"2020-07-01";285727;"Sold";18839;"Willam Reality";5.0;180;14286
"uqVdoXcqmW";"8728 Cedar Rd";"James Davis";"Land";2;0;"N";"N";3.892;"Akron";"Ohio";45210;1101;"2020-07-05";266108;"2020-08-24";391858;"Cancel";18838;"Real Point LLC";4.0;50;0
"ur6PL6MZyq";"1096 Oak St";"Patricia Anderson";"Commercial";0;4;"N";"Y";2.987;"Akron";"Ohio";45224;426;"2020-02-04";175446;"2020-10-09";420731;"Sold";20556;"True Value LLC";5.0;248;21037
"Ur6qB7jkvS";"1583 Elm St";"John Smith";"";1;2;"N";"N";5.246;"Toledo";"Ohio";45233;410;"2020-03-17";370041;"2020-05-16";485711;"Expire";18847;"Right Value LLC";5.0;60;0
"Urc79Po9Ia";"2335 Sunset Blvd";"Michael Lee";"";3;4;"N";"N";1.478;"Akron";"Ohio";45214;565;"2020-06-19";234827;"2020-11-30";317398;"Sold";18839;"High Value LLC";5.0;164;15870
"URSwAFI1Hq";"1654 Main St";"William Brown";"";4;3;"N";"Y";0.284;"Dayton";"Ohio";45219;2638;"2021-01-07";489907;"2020-10-09";286752;"Cancel";18841;"Richa & Sons";5.0;90;0
"UrV71uVLqu";"6959 Oak St";"Michael Smith";"Land";2;3;"N";"Y";3.923;"Toledo";"Ohio";45203;2761;"2020-12-23";89267;"2020-05-28";249500;"Pending";18835;"High Value LLC";4.0;209;0
"URvvQvWWw3";"2056 Lakeview Dr";"Linda Wilson";"Residential";5;3;"N";"Y";0.358;"Toledo";"Ohio";45229;1287;"2020-09-17";99023;"2020-03-22";131360;"Pending";18845;"True Value LLC";3.2;179;0
"US6l8VXLFx";"9612 Maple Ave";"Michael Lee";"Residential";2;2;"N";"Y";7.592;"Toledo";"Ohio";45231;1805;"2020-08-26";333330;"2020-02-27";134531;"Cancel";18846;"High Value LLC";3.2;181;0
"USABONTbJN";"1826 Pine Ln";"Patricia Lee";"Commercial";5;1;"N";"N";0.292;"Dayton";"Ohio";45230;2499;"2020-02-01";368400;"2020-02-12";405138;"Expire";16154;"True Value LLC";5.0;11;0
"usd7lEWE2c";"5280 Pine Ln";"Patricia Taylor";"Commercial";5;1;"N";"Y";3.887;"Toledo";"Ohio";45221;2957;"2020-06-22";458568;"2020-08-02";424804;"Expire";14132;"True Value LLC";5.0;41;0
"USegpXXGb0";"428 Lakeview Dr";"Jennifer Smith";"Commercial";3;2;"N";"N";5.592;"Dayton";"Ohio";45216;2365;"2020-08-22";476643;"2020-06-05";292966;"Pending";18840;"M&M Brokerage";5.0;78;0
